"";"Horodateur";"Gender";"Age";"Country";"Highest level of education attained";"Have you ever been diving or snorkeling?";"How would you evaluate your knowledge of coral reefs?";"Do you have problems with color perception?";"If you wish to exercise your right of withdrawal, please contact Gita ALISA gitaalisa0808@gmail.com with the following code :"
"1418";2023-06-12;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_4fa0f42089068ec8157c35b3e29494cf"
"1419";2023-06-12;"Female";21;"Indonesia";"High school graduate";"Only snorkeling";"Poor";"No";"C_15_judge_9efdb7ca4bbd7f27b057a5721156ba5e"
"1420";2023-06-12;"Female";31;"Indonesia";"Master's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_0245aaac55a1b05ea49f9159c896467f"
"1421";2023-06-12;"Male";23;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_87a4d34ac979ae9b136e8a321c53fbe9"
"1422";2023-06-12;"Female";31;"Indonesia";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_9e50e5198d77a96b8e9a96da403e8834"
"1423";2023-06-12;"Male";33;"Indonesia";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_9d64d40755296ef3dae817e22430871a"
"1424";2023-06-12;"Male";31;"Indonesia";"Doctoral or Professional degree";"Never";"Poor";"No";"C_15_judge_cbe08c06773a15614bf29c0a45c02de1"
"1425";2023-06-12;"Female";30;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_73fe1654e1132518e6881e08475541eb"
"1426";2023-06-12;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_1b1e9bf487e45805fed0910d8bd98ffe"
"1427";2023-06-12;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_5b2732a5da1681f480fc26febcee7a26"
"1428";2023-06-12;"Female";22;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_6182e5236f2f69dea02136fbe08d180b"
"1429";2023-06-12;"Female";26;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_48e61ddeb16bf7ce0818909bb4a7aa02"
"1430";2023-06-12;"Male";25;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_651f7fe43e5ada9a8b43af47d7c1785e"
"1431";2023-06-12;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_cad4d8766d03e8ef9429d5dfe0883c18"
"1432";2023-06-12;"Male";29;"Indonesia";"High school graduate";"Never";"Poor";"No";"C_15_judge_7b1f7b67bbd026dba64a989bca58621c"
"1433";2023-06-12;"Female";28;"Indonesia";"High school graduate";"Never";"Average";"No";"C_15_judge_6308fc1586ae877aae0979c261a6a9b7"
"1434";2023-06-12;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_c7243cf03e8def9ba9d5b7d46c76c902"
"1435";2023-06-12;"Male";23;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_90d76d8ec2cd22f563e04d98714c47e9"
"1436";2023-06-12;"Male";32;"Indonesia";"High school graduate";"Only snorkeling";"Low";"No";"C_15_judge_12307721d24038c69d1ea3fbdb5d744a"
"1437";2023-06-12;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";NA
"1438";2023-06-12;"Male";24;"Germany";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_76cb7675975ac415c768d5c577616f96"
"1439";2023-06-12;"Male";35;"Heard Island and McDonald Islands";"Doctoral or Professional degree";"Never";"Excellent";"No";"C_15_judge_168f286aa3fd4d289db52767799310dd"
"1440";2023-06-12;"Male";23;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"Yes";"C_15_judge_8bed09816b1f49284a16efd3bb84e6b2"
"1441";2023-06-12;"Female";22;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_a5ca15b737d9e1e0c2a54e14ee18b52e"
"1442";2023-06-12;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_6a3c9c8084be2a7a27de55fa84cf8ab0"
"1443";2023-06-12;"Female";52;"Canada";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_74503ea9c287abae9a1e468911cb62c0"
"1444";2023-06-12;"Male";7;"Indonesia";"None";"Never";"Low";"No";"C_15_judge_d4b7887963bb94833430eb788322622a"
"1445";2023-06-12;"Female";24;"Indonesia";"Master's degree";"Never";"Poor";"No";"C_15_judge_5b74eca636abca5264d9a85e32be0446"
"1446";2023-06-12;"Female";30;"Indonesia";"Master's degree";"Never";"Low";"No";"C_15_judge_5b81da10c724a7b970b4241f1700c19b"
"1447";2023-06-13;"Female";23;"Indonesia";"High school graduate";"Never";"Poor";"No";"C_15_judge_5408929fca5eb2136f40b8b7a1b620cd"
"1448";2023-06-13;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_9717d58f08d4e65ef07211510cc87de6"
"1449";2023-06-13;"Female";30;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_97f94cbcb4628529be2f531c12a3ce41"
"1450";2023-06-13;"Male";21;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_d2caa948d0d2056a64180edc1930fbc6"
"1451";2023-06-13;"Female";19;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_14d875f8d53085a2a6ec75f2ba1c06bf"
"1452";2023-06-13;"Female";18;"Indonesia";"High school graduate";"Only diving";"Average";"No";"C_15_judge_7db0f6bcaabbb4d035727e65d458d4d7"
"1453";2023-06-13;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_9bc2222f951175b0a4b319fd4da70c9e"
"1454";2023-06-13;"Female";18;"Indonesia";"None";"Never";"Average";"No";"C_15_judge_437ad770ccf9b49ec843a92257a7955d"
"1455";2023-06-13;"Female";19;"Indonesia";"None";"Only snorkeling";"Good";"No";"C_15_judge_1d32dbdd8fd703877e455becd8dd418a"
"1456";2023-06-13;"Female";18;"Indonesia";"High school graduate";"Only snorkeling";"Low";"No";"C_15_judge_5b419a020d499ff7055093155fb9b764"
"1457";2023-06-13;"Female";21;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_6cccabf48954db5841743dc7f6f31525"
"1458";2023-06-13;"Male";22;"Indonesia";"Professional certificate";"Both diving and snorkeling";"Good";"No";"C_15_judge_205f2184736075b2e25dda2c380f8eff"
"1459";2023-06-13;"Male";29;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_3745e0ad12b7d771bffc04b6d94796d1"
"1460";2023-06-13;"Female";25;"Indonesia";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_735ef306488d3f7a2c960e4c91598888"
"1461";2023-06-13;"Female";19;"Indonesia";"High school graduate";"Only snorkeling";"Low";"No";NA
"1462";2023-06-13;"Male";19;"Indonesia";"High school graduate";"Both diving and snorkeling";"Poor";"Yes";"C_15_judge_816baf33928c10617663731307f85738"
"1463";2023-06-13;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"Yes";"C_15_judge_785d8160ab4ff11ff0e59d56b0d0b314"
"1464";2023-06-13;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_7fe54741b0475f570d998ee9b151e299"
"1465";2023-06-13;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_b8353074dc6ae0535a776b2a29150575"
"1466";2023-06-13;"Male";19;"Indonesia";"Professional certificate";"Only snorkeling";"Average";"No";"C_15_judge_53cf2a5833e7073f77a9e7f544ea7b1a"
"1467";2023-06-13;"Male";23;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_615d5eab39cb795b2ee06c224e5099ee"
"1468";2023-06-13;"Female";19;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_2ddc915b322103e1f87805ffd20205f6"
"1469";2023-06-13;"Male";21;"Indonesia";"High school graduate";"Only snorkeling";"Average";"No";"C_15_judge_b2e0277ebcd1b116768f3a513dce5591"
"1470";2023-06-13;"Female";20;"Indonesia";"High school graduate";"Only snorkeling";"Average";"No";"C_15_judge_167ad33256e340df277a9754347fd50b"
"1471";2023-06-13;"Male";25;"Indonesia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_52d35676cceee0f501d30cb6dfff5fbe"
"1472";2023-06-13;"Female";20;"Indonesia";"High school graduate";"Only snorkeling";"Average";"No";"C_15_judge_cc8e2d69d017487df0327a335983c62d"
"1473";2023-06-13;"Male";19;"Indonesia";"High school graduate";"Both diving and snorkeling";"Good";"No";"C_15_judge_fe554a0fb7804ffb710913c31e7833fd"
"1474";2023-06-13;"Male";26;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_a9478d90d24905275c7f26ea778f59dc"
"1475";2023-06-13;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_e6afdab63bca29bf21e438b3fd395fa8"
"1476";2023-06-13;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_d9997b315cbceab7474aa0f20f9c5872"
"1477";2023-06-13;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_28722ad4d308708924392b0406c2a31f"
"1478";2023-06-13;"Female";39;"France";"Doctoral or Professional degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_ee578b4c0bd5feef286bae6bd6a1af48"
"1479";2023-06-13;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_4ebf3e531fb5e34b4344983febd0899b"
"1480";2023-06-13;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_a97762b95aff88fb5629c47aafd5fbcb"
"1481";2023-06-13;"Male";33;"France";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_97dddfe8f74d682a78d1cce701687c41"
"1482";2023-06-13;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_622bdeef7c7722ed272660c0d9202900"
"1483";2023-06-13;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_e48fabc83d0b6cd3a80847dd49b8d869"
"1484";2023-06-13;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_b405cf110e0fe73aec3b90ec4c50f12f"
"1485";2023-06-13;"Female";25;"United States";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_60bf3c57b7af7004708129cbe1dc05d4"
"1486";2023-06-13;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_ca1b41e2477b94de112c95f8ed153989"
"1487";2023-06-14;"Female";20;"Indonesia";"High school graduate";"Both diving and snorkeling";"Average";"No";"C_15_judge_6c5fdc5a2a7d30a42e82a8723cefc1a4"
"1488";2023-06-14;"Male";21;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_bfa6c7294644baeac2387ef32ba72d1d"
"1489";2023-06-14;"Female";20;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Good";"No";"C_15_judge_5bd688bcff03bb606cde3254ded04d15"
"1490";2023-06-14;"Female";20;"Indonesia";"High school graduate";"Never";"Average";"No";"C_15_judge_b0db21d0642ae6b91a5df1665964123d"
"1491";2023-06-14;"Female";18;"Indonesia";"High school graduate";"Only snorkeling";"Low";"No";"C_15_judge_e9b02880195117ba4c62ab3a19774f7c"
"1492";2023-06-14;"Female";20;"Indonesia";"High school graduate";"Never";"Excellent";"No";"C_15_judge_ae47e05bf4c3225d342e1650a292f75b"
"1493";2023-06-14;"Male";21;"Indonesia";"None";"Only snorkeling";"Low";"No";"C_15_judge_da4aff56533ff73f1b64f559278df555"
"1494";2023-06-14;"Male";21;"Indonesia";"Professional certificate";"Only diving";"Good";"No";"C_15_judge_f89d5d5f14925a080c193af60b4f77ce"
"1495";2023-06-14;"Male";30;"Indonesia";"None";"Never";"Poor";"Yes";"C_15_judge_216106f11acb0f5018e09936f7eca38d"
"1496";2023-06-14;"Female";20;"Indonesia";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_5dbffc8a51d1f05ab53e703e909b6628"
"1497";2023-06-14;"Female";31;"Indonesia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_ce28d038c1d365836fc8fa023da01d62"
"1498";2023-06-14;"Female";3;"Indonesia";"Master's degree";"Only snorkeling";"Average";"Yes";"C_15_judge_214116ecba83bf1a5dd6370864b82e94"
"1499";2023-06-14;"Male";21;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_a72de5f61dc0c26136822c81f32f3eef"
"1500";2023-06-14;"Male";19;"Indonesia";"High school graduate";"Only diving";"Poor";"No";"C_15_judge_7a9a485551d0031605b21d8c4118d7da"
"1501";2023-06-14;"Female";20;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_0ca810999171e58dcc85c331646fc26e"
"1502";2023-06-14;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_bd91da511d320be77c5bcd74e4840b4c"
"1503";2023-06-14;"Male";24;"Indonesia";"Master's degree";"Only snorkeling";"Good";"No";"C_15_judge_3b83ed4c4cbd0bd1825b1c19b69c4b33"
"1504";2023-06-14;"Female";25;"Indonesia";"Master's degree";"Never";"Poor";"No";"C_15_judge_bd3be94d3969f279b6b889629e562fb5"
"1505";2023-06-14;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_6d6c7e61660bc8ed72021a2dc46ce737"
"1506";2023-06-14;"Female";22;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_d9bc1d13cec1919d97d04036f5fd974d"
"1507";2023-06-14;"Male";24;"Indonesia";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_1142db04b4c2f8254cfb38ff82dda204"
"1508";2023-06-14;"Male";42;"Indonesia";"Professional certificate";"Never";"Low";"Yes";"C_15_judge_25428cfa9a6a2d114fac3d65b1fae33e"
"1509";2023-06-14;"Female";25;"Indonesia";"Master's degree";"Never";"Poor";"No";"C_15_judge_84b331a4d83ce059841e74d3ec8afc0b"
"1510";2023-06-14;"Male";27;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_f92d3c7855559f214e34d904ce0cc6a1"
"1511";2023-06-14;"Male";26;"Indonesia";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_05a21ca3ab06eac6389aa4f37672f320"
"1512";2023-06-14;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_4d388c0bda53e0b915692d01d2c22f3b"
"1513";2023-06-14;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_caf205a772241fc871cf004f1c73c5df"
"1514";2023-06-14;"Female";24;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_1a4e23bcd7649957e630f2a8f521c1bd"
"1515";2023-06-14;"Female";31;"Indonesia";"Master's degree";"Never";"Average";"No";"C_15_judge_d65cabadea4e515ec631cb81e5338b4a"
"1516";2023-06-14;"Female";29;"India";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_4420ec44eafc85b4b35a4d50f8ce72e2"
"1517";2023-06-14;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_65cf7d9be2619331bc5bcdd675e8b33b"
"1518";2023-06-14;"Female";29;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_270b62a7c4da2ae0804dd6624c7a7e03"
"1519";2023-06-14;"Male";40;"Indonesia";"Master's degree";"Never";"Average";"No";"C_15_judge_62ce85fb9c860efd2686415a8c2589f9"
"1520";2023-06-14;"Female";26;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_a6c017b7dcf8d5f1659ccbe7fcaa7dda"
"1521";2023-06-14;"Male";27;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_61b82f3a94456e00f5d2329b0b4a4ac5"
"1522";2023-06-14;"Female";27;"Indonesia";"Master's degree";"Never";"Low";"No";"C_15_judge_e7e3151b490955f5f1f370fd089b0de0"
"1523";2023-06-14;"Female";31;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_76d719086d1739113cda1fe44cf09f31"
"1524";2023-06-14;"Female";30;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_4bea088581e1c4a8f1d54201d439a936"
"1525";2023-06-14;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Excellent";"Yes";"C_15_judge_c0fb0fad101da624d3a2dee94e62b7f9"
"1526";2023-06-14;"Other";27;"Indonesia";"Master's degree";"Never";"Average";"No";"C_15_judge_609ac93dd4b70c9c71224225c94e96a8"
"1527";2023-06-14;"Male";29;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Low";"No";"C_15_judge_580ba386869a288dcad76b1863141d76"
"1528";2023-06-14;"Male";37;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_249f6d2ae0c2da1152cc2256f774f6b6"
"1529";2023-06-14;"Female";33;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_d91613dfcd3695bb7a1ff52898fc75bb"
"1530";2023-06-14;"Female";24;"Indonesia";"Master's degree";"Never";"Low";"No";"C_15_judge_cc384832a6d7d504499b616ad229eb4d"
"1531";2023-06-14;"Female";26;"Indonesia";"Master's degree";"Only diving";"Average";"No";"C_15_judge_7231e9bc7ab85988773d99bac463ba92"
"1532";2023-06-14;"Female";26;"Indonesia";"Master's degree";"Never";"Poor";"No";"C_15_judge_807654dc9b06620dc22103ada2aaeb60"
"1533";2023-06-14;"Female";38;"Indonesia";"Master's degree";"Never";"Average";"No";"C_15_judge_d4adfcb8f3b7f2e1f5761ba930b911b1"
"1534";2023-06-14;"Male";27;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Average";"No";"C_15_judge_8a20f5c619061c2cd58a4eade9a47cb4"
"1535";2023-06-14;"Female";43;"Indonesia";"Master's degree";"Only snorkeling";"Low";"No";"C_15_judge_99792841e49ab0956bbab5d4c9b74eb9"
"1536";2023-06-14;"Female";35;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_f904f4551904e5e933b1a96b848caf89"
"1537";2023-06-14;"Male";22;"Australia";"Master's degree";"Both diving and snorkeling";"Excellent";"No";"C_15_judge_4c625dccf0b3ddb6afd0841a4e8b48cd"
"1538";2023-06-14;"Female";37;"Indonesia";"Master's degree";"Never";"Low";"No";"C_15_judge_b794523e6c362aa00ae7730d393ab8b6"
"1539";2023-06-14;"Male";23;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_d5b54e007769a9fba1d5d6d9dbdf7cc5"
"1540";2023-06-14;"Male";25;"Indonesia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_02851f69740e3639b3712f2c3ef55bd0"
"1541";2023-06-14;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Poor";"No";"C_15_judge_7143e3b11c6e7f3c5d01db97d87951a1"
"1542";2023-06-14;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Good";"No";"C_15_judge_1be629f2c4022b470c2f77e530e6f911"
"1543";2023-06-14;"Male";26;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_32d26a87056c56f421982c5c805224c6"
"1544";2023-06-14;"Male";23;"Indonesia";"Master's degree";"Only snorkeling";"Average";"No";"C_15_judge_bb20e6e928513b569fcd39452670a330"
"1545";2023-06-14;"Female";37;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Low";"No";"C_15_judge_2bb2cba896f822d51ecdd5cd62006c4f"
"1546";2023-06-14;"Female";23;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Average";"No";"C_15_judge_7c1e0cca207f1427b9847973766bcef1"
"1547";2023-06-14;"Female";24;"Indonesia";"Master's degree";"Never";"Poor";"No";"C_15_judge_e502402221f90dc9acfbd20538c799d5"
"1548";2023-06-14;"Male";25;"Indonesia";"Master's degree";"Only diving";"Average";"No";"C_15_judge_042e577cb0432f514d09f7b022f416d1"
"1549";2023-06-14;"Female";35;"Indonesia";"Master's degree";"Only snorkeling";"Good";"No";"C_15_judge_d39f4fa8dffb2fee2cc576535c4ba65f"
"1550";2023-06-14;"Female";25;"Indonesia";"Master's degree";"Never";"Poor";"No";"C_15_judge_c6daec6a9eb64f406fe37d981806f307"
"1551";2023-06-14;"Female";27;"Indonesia";"Associate's and/or Bachelor's degree";"Only snorkeling";"Poor";"No";"C_15_judge_3dc6face0b2a8541e135dc6940d7f811"
"1552";2023-06-14;"Female";25;"Indonesia";"Master's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_c3e742a7ed5485f72cc6078e9444d65a"
"1553";2023-06-14;"Male";24;"Indonesia";"Associate's and/or Bachelor's degree";"Both diving and snorkeling";"Average";"No";"C_15_judge_00ca0a4eb09d00928cadc781c5ac1c74"
"1554";2023-06-14;"Male";49;"Indonesia";"Doctoral or Professional degree";"Never";"Poor";"No";"C_15_judge_c0cd78a20f8fec560bc7212ced3e375a"
"1555";2023-06-14;"Female";25;"Indonesia";"Associate's and/or Bachelor's degree";"Never";"Low";"No";"C_15_judge_25a355990e231b7033e9018191277e2c"
